test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 17,17,13,"For all real values of y, 3 - 2(4 - y) = ?","For all real values of y, 3 - 2(4 - y) = ?",A. -2 y - 9 | B. -2 y + 8 | C. -2 y - 1 | D. 2 y - 5 | E. 2 y + 11,-2 y - 9,-2 y + 8,-2 y - 1,2 y - 5,2 y + 11,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test117.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 17,17,14,Which of the following is equivalent to (Y 3 ) 8 ?,Which of the following is equivalent to (Y 3 ) 8 ?,F. y 11 | G. y 24 | H. 8 y 3 | J. 8 y 11 | K. 24 y,,,,,,y 11,y 24,8 y 3,8 y 11,24 y,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test117.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 17,17,15,"If the first day of the year is a Monday, what is the 260th day?","If the first day of the year is a Monday, what is the 260th day?",A. Monday | B. Tuesday | C. Wednesday | D. Thursday | E. Friday,Monday,Tuesday,Wednesday,Thursday,Friday,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test117.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,1,"trapezoid is found by multiplying the height byIf a square has an area of 64 square units, what is the area of the largest circle that can be inscribed inside the square?","trapezoid is found by multiplying the height byIf a square has an area of 64 square units, what is the area of the largest circle that can be inscribed inside the square?",F. 4Ï | G. 8Ï | H. 16Ï | J. 64 | K. 64Ï,,,,,,4Ï,8Ï,16Ï,64,64Ï,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,2,What is the product of the solutions of the expression x 2 - 5x - 14 = 0?,What is the product of the solutions of the expression x 2 - 5x - 14 = 0?,A. -14 | B. -2 | C. 0 | D. 5 | E. 7,-14,-2,0,5,7,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,3,Factoring the polynomial x 12 -9 reveals a number of factors for the expression. Which of these is NOT one of the possible factors?,Factoring the polynomial x 12 -9 reveals a number of factors for the expression. Which of these is NOT one of the possible factors?,F. x 6 + 3 | G. x 12 - 3 | H. x 3 + | J. x 3 - | K. x 3 -,,,,,,x 6 + 3,x 12 - 3,x 3 +,x 3 -,x 3 -,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,4,What is the value of when x = ?,What is the value of when x = ?,A. 4 | B. 2 | D. 12 | E. 24,4,2,,12,24,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,5,"If you drive 60 miles at 90 miles an hour, how many minutes will the trip take you?","If you drive 60 miles at 90 miles an hour, how many minutes will the trip take you?",F. 15 | G. 30 | H. 40 | J. 60 | K. 90,,,,,,15,30,40,60,90,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,6,"The area of a trapezoid is found by multiplying the height by the average of the bases: A = h ( b 1 + b 2 ). Given the side measurements below, what is the area, in square inches, of the trapezoid?","The area of a trapezoid is found by multiplying the height by the average of the bases: A = h ( b 1 + b 2 ). Given the side measurements below, what is the area, in square inches, of the trapezoid?",A. 15 | B. 22 | C. 24 | D. 24 | E. 30,15,22,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,7,"If x = - and x = are the roots of the quadratic equation ax 2 + bx + c = 0, then which of the following could represent the two factors of ax 2 + bx + c ?","If x = - and x = are the roots of the quadratic equation ax 2 + bx + c = 0, then which of the following could represent the two factors of ax 2 + bx + c ?",F. (3 x + 2) and (4 x - 1) | G. (3 x + 1) and (4 x - 2) | H. (3 x - 1) and (4 x + 2) | J. (3 x - 2) and (4 x + 1) | K. (3 x - 2) and (4 x - 1),,,,,,(3 x + 2) and (4 x - 1),(3 x + 1) and (4 x - 2),(3 x - 1) and (4 x + 2),(3 x - 2) and (4 x + 1),(3 x - 2) and (4 x - 1),,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,8,"In the rhombus below, diagonal AC = 6 and diagonal BD = 8. What is the length of each of the four sides?","In the rhombus below, diagonal AC = 6 and diagonal BD = 8. What is the length of each of the four sides?",C. 5 | D. 7 | E. 10,,,5,7,10,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,9,"A rectangular rug has an area of 80 square feet, and its width is exactly 2 feet shorter than its length. What is the length, in feet, of the rug?","A rectangular rug has an area of 80 square feet, and its width is exactly 2 feet shorter than its length. What is the length, in feet, of the rug?",F. 8 | G. 10 | H. 16 | J. 18 | K. 36,,,,,,8,10,16,18,36,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,10,"In the Cartesian plane, a line runs through points (1,-5) and (5,10). Which of the following represents the slope of that line?","In the Cartesian plane, a line runs through points (1,-5) and (5,10). Which of the following represents the slope of that line?",C. 1 | D. E.,,,1,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,11,"The equation of a circle in the standard ( x , y ) coordinate plane is given by the equation (x + 5) 2 + (y - 5) 2 = 5. What is the center of the circle?","The equation of a circle in the standard ( x , y ) coordinate plane is given by the equation (x + 5) 2 + (y - 5) 2 = 5. What is the center of the circle?","F. (- , ) | G. (-5, 5) | H. ( , - ) | J. (5, -5) | K. (5, 5)",,,,,,"(- , )","(-5, 5)","( , - )","(5, -5)","(5, 5)",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,12,The graph below shows the function f ( x ) in the coordinate plane. Which of the following choices best describes the domain of this function? (Note: The domain is defined as the set of all values of x for which a function is defined.),The graph below shows the function f ( x ) in the coordinate plane. Which of the following choices best describes the domain of this function? (Note: The domain is defined as the set of all values of x for which a function is defined.),"A. {0, 1, 2, 3, 4} | B. {0, 1, 2} | C. { x : 0 < x < 2} | D. { x : 0 < x < 4} | E. All real values of x","{0, 1, 2, 3, 4}","{0, 1, 2}",{ x : 0 < x < 2},{ x : 0 < x < 4},All real values of x,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,13,"Amber decides to graph her office and the nearest coffee shop in the standard ( x,y ) plane. If her office is at point (-1,-5) and the coffee shop is at point (3,3), what are the coordinates of the point exactly halfway between those of her office and the shop? (You may assume Amber is able to walk a straight line between them.)","Amber decides to graph her office and the nearest coffee shop in the standard ( x,y ) plane. If her office is at point (-1,-5) and the coffee shop is at point (3,3), what are the coordinates of the point exactly halfway between those of her office and the shop? (You may assume Amber is able to walk a straight line between them.)","F. (1,-1) | G. (1, 4) | H. (2,-1) | J. (2, 4) | K. (2, 0)",,,,,,"(1,-1)","(1, 4)","(2,-1)","(2, 4)","(2, 0)",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,14,"For a chemistry class, Sanjay is doing an experiment that involves periodically heating a container of liquid. The graph below shows the temperature of the liquid at different times during the experiment. What is the average rate of change of temperature (in degrees Celsius per minute) during the times in which Sanjay is applying heat to this container?","For a chemistry class, Sanjay is doing an experiment that involves periodically heating a container of liquid. The graph below shows the temperature of the liquid at different times during the experiment. What is the average rate of change of temperature (in degrees Celsius per minute) during the times in which Sanjay is applying heat to this container?",A. 4 | B. 5 | C. 8 | D. 10 | E. 20,4,5,8,10,20,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 18,18,15,"If a 5 for a â 0, which of the following statements must be true?","If a 5 for a â 0, which of the following statements must be true?",F. x â 0 and y â 0 | G. x + y = 5 | H. x - y = 5 | J. xy = 5,,,,,,x â 0 and y â 0,x + y = 5,x - y = 5,xy = 5,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test118.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,1,What is the slope of the line given by the equation 8 = 3 y - 5 x ?,What is the slope of the line given by the equation 8 = 3 y - 5 x ?,A. -5 | B. - | C. - | D. E.,-5,-,-,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,2,"When adding fractions, a useful first step is to find the least common denominator (LCD) of the fractions. What is the LCD for these fractions?","When adding fractions, a useful first step is to find the least common denominator (LCD) of the fractions. What is the LCD for these fractions?",F. 3 Â· 5 Â· 7 Â· 11 | G. 3 2 Â· 5 2 Â· 7 Â· 11 | H. 3 2 Â· 5 2 Â· Â· 11 3 | J. 3 2 Â· 5 2 Â· 7 Â· 11 3 | K. 3 3 Â· 5 3 Â· 7 Â· 11 4,,,,,,3 Â· 5 Â· 7 Â· 11,3 2 Â· 5 2 Â· 7 Â· 11,3 2 Â· 5 2 Â· Â· 11 3,3 2 Â· 5 2 Â· 7 Â· 11 3,3 3 Â· 5 3 Â· 7 Â· 11 4,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,3,#NAME?,#NAME?,E. 1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,4,"Dave is in Pikeston and needs to go to Danville, which is about 110 miles due south of Pikeston. From Danville, he'll head east to Rocketville, about 200 miles from Danville. As he sets out on his trip, a plane takes off from the Pikeston airport and flies directly to Rocketville. Approximately how far, in miles, does the plane fly?","Dave is in Pikeston and needs to go to Danville, which is about 110 miles due south of Pikeston. From Danville, he'll head east to Rocketville, about 200 miles from Danville. As he sets out on his trip, a plane takes off from the Pikeston airport and flies directly to Rocketville. Approximately how far, in miles, does the plane fly?",F. 310 | J. K.,,,,,,310,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,5,"The figure below is a pentagon (5-sided figure). Suppose a second pentagon were overlaid on this pentagon. At most, the two figures could have how many points of intersection?","The figure below is a pentagon (5-sided figure). Suppose a second pentagon were overlaid on this pentagon. At most, the two figures could have how many points of intersection?",A. 1 | B. 2 | C. 5 | D. 10 | E. Infinitely many,1,2,5,10,Infinitely many,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,6,"MicroCorp will hold its annual company picnic next week and will assign 3 planning duties to its employees. One person selected will reserve a venue, another will arrange catering, and a third will plan activities. There are 10 employees eligible to fulfill these duties, and no employee can be assigned more than one duty. How many different ways are there for duties to be assigned to employees?","MicroCorp will hold its annual company picnic next week and will assign 3 planning duties to its employees. One person selected will reserve a venue, another will arrange catering, and a third will plan activities. There are 10 employees eligible to fulfill these duties, and no employee can be assigned more than one duty. How many different ways are there for duties to be assigned to employees?",F. 7 3 | G. 9 3 | H. 10 3 | J. 9 Â· 8 Â· 7 | K. 10 Â· 9 Â· 8,,,,,,7 3,9 3,10 3,9 Â· 8 Â· 7,10 Â· 9 Â· 8,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,7,"In the ( x , y ) coordinate plane below, points P (6,2) and Q (1,4) are two vertices of Î PQR . If PQR is a right angle, then which of the following could be the coordinates of R ?","In the ( x , y ) coordinate plane below, points P (6,2) and Q (1,4) are two vertices of Î PQR . If PQR is a right angle, then which of the following could be the coordinates of R ?","A. (4,-3) | B. (3, 0) | C. (2, 1) | D. (2, 4) | E. (3, 9)","(4,-3)","(3, 0)","(2, 1)","(2, 4)","(3, 9)",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,8,"If y = 0.25(100 - y ), then what is the value of y ?","If y = 0.25(100 - y ), then what is the value of y ?",F. 200 | G. 75 | H. 25 | J. 20 | K. 18,,,,,,200,75,25,20,18,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,9,"If 0Â° â¤ x Â° â¤ 180Â° and 4cos2 x = 1, then x = ?","If 0Â° â¤ x Â° â¤ 180Â° and 4cos2 x = 1, then x = ?",A. 0Â° | B. 60Â° | C. 90Â° | D. 150Â° | E. 180Â°,0Â°,60Â°,90Â°,150Â°,180Â°,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,10,"Danielle's living room is a rectangle with the dimensions 16 feet by 18 feet. If she partially covers the bare floor with a circular throw rug with a diameter of 12 feet, what is the approximate area of bare floor, in square feet, that remains exposed? (Note: Assume the rug lies completely flat and does not touch any wall.)","Danielle's living room is a rectangle with the dimensions 16 feet by 18 feet. If she partially covers the bare floor with a circular throw rug with a diameter of 12 feet, what is the approximate area of bare floor, in square feet, that remains exposed? (Note: Assume the rug lies completely flat and does not touch any wall.)",F. 113 | G. 144 | H. 175 | J. 288 | K. Cannot be determined without knowing the exact position of the rug,,,,,,113,144,175,288,Cannot be determined without knowing the exact position of the rug,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,11,"In the standard ( x , y ) coordinate plane, which of the following is the equation of the line perpendicular to the line y = -2 x + 2 and that passes through the point (0,-3)?","In the standard ( x , y ) coordinate plane, which of the following is the equation of the line perpendicular to the line y = -2 x + 2 and that passes through the point (0,-3)?",A. y = -2 x - 3 | B. y = - x + 2 | C. y = x -3 | D. y = x + 2 | E. y = 2 x - 3,y = -2 x - 3,y = - x + 2,y = x -3,y = x + 2,y = 2 x - 3,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,12,"In the figure given below, what is sin Î¸?","In the figure given below, what is sin Î¸?",J. 1 K.,,,,,,,,,1 K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,13,"If a = 5 and b = - , which of the following expressions will be the greatest?","If a = 5 and b = - , which of the following expressions will be the greatest?",A. a + b | B. a - b | C. a Ã b | D. a Ã· b | E. | a Ã b |,a + b,a - b,a Ã b,a Ã· b,| a Ã b |,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,14,"When , which of the following must be true?","When , which of the following must be true?",F. -12 < x < -3 | G. -3 < x < 0 | H. 0 < x < 3 | J. 3 < x < 4 | K. 4 < x,,,,,,-12 < x < -3,-3 < x < 0,0 < x < 3,3 < x < 4,4 < x,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 19,19,15,Which choice below is the complete solution set of |2 z - 3| â¥ 7?,Which choice below is the complete solution set of |2 z - 3| â¥ 7?,A. z â¥ 5 | B. z â¤ -2 or z â¥ 5 | C. -5 â¤ -6 or z â¥ 2 | D. z â¤ -6 or z â¥ 2 | E. z â¤ -5 or z â¥ 2,z â¥ 5,z â¤ -2 or z â¥ 5,-5 â¤ -6 or z â¥ 2,z â¤ -6 or z â¥ 2,z â¤ -5 or z â¥ 2,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test119.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,1,Which trigonometric function (where defined) is equivalent to ?,Which trigonometric function (where defined) is equivalent to ?,H. sin x | J. K.,,,,,,,,sin x,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,2,"When a â b , the expression . Which of the following describes the complete set of x values that make this inequality true?","When a â b , the expression . Which of the following describes the complete set of x values that make this inequality true?",A. x = -4 only | B. x = 4 only | C. x = - only | D. x < 0 | E. x > 0,x = -4 only,x = 4 only,x = - only,x < 0,x > 0,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,3,"The volume of a cone, which is derived by treating it as a pyramid with infinitely many lateral faces, is given by the formula V = Ï r 2 h , where r is the radius of the base and h is the height. If the radius is halved and the height is doubled, what will be the ratio of the new volume to the old volume?","The volume of a cone, which is derived by treating it as a pyramid with infinitely many lateral faces, is given by the formula V = Ï r 2 h , where r is the radius of the base and h is the height. If the radius is halved and the height is doubled, what will be the ratio of the new volume to the old volume?",F. 4:01 | G. 2:01 | H. 1:01 | J. 1:02 | K. 1:04,,,,,,4:01,2:01,1:01,1:02,1:04,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,4,"Al bikes a trail to the top of a hill and back down. He bikes up the hill in m minutes, then returns twice as quickly downhill on the same trail. What is the total time, in hours, that Al spends biking up the hill and back down?","Al bikes a trail to the top of a hill and back down. He bikes up the hill in m minutes, then returns twice as quickly downhill on the same trail. What is the total time, in hours, that Al spends biking up the hill and back down?",E. 2 m,,,,,2 m,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,5,"Pippin the guinea pig is running on her wheel when, due to a manufacturing error, the wheel breaks free of its axis. Pippin remains in her wheel, running in a straight line until the wheel has rotated exactly 15 times. If the diameter of the wheel is 10 inches, how many inches has the wheel rolled?","Pippin the guinea pig is running on her wheel when, due to a manufacturing error, the wheel breaks free of its axis. Pippin remains in her wheel, running in a straight line until the wheel has rotated exactly 15 times. If the diameter of the wheel is 10 inches, how many inches has the wheel rolled?","F. 75 | G. 150 | H. 75Ï | J. 150Ï | K. 1,500Ï",,,,,,75,150,75Ï,150Ï,"1,500Ï",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,6,"A circle is inscribed in a square, as shown below. If x is the distance from the center of the circle to a vertex of the square, then what is the length of the radius of the circle, in terms of x ?","A circle is inscribed in a square, as shown below. If x is the distance from the center of the circle to a vertex of the square, then what is the length of the radius of the circle, in terms of x ?",A. 2 x | B. x | C. x | E. Cannot be determined from the information given,2 x,x,x,,Cannot be determined from the information given,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,7,"A function is defined for x and y such that f (x, y) = -2 xy + y + x - 4. So, for x = 2 and y = 3, f (2, 3) = -2 Ã 2 Ã 3 + 3 + 2 - 4 = -12 + 1 = -11. If x and y are to be chosen such that f (x,y) = f (y,x) , then which of the following restrictions must be placed on x and y ?","A function is defined for x and y such that f (x, y) = -2 xy + y + x - 4. So, for x = 2 and y = 3, f (2, 3) = -2 Ã 2 Ã 3 + 3 + 2 - 4 = -12 + 1 = -11. If x and y are to be chosen such that f (x,y) = f (y,x) , then which of the following restrictions must be placed on x and y ?",F. x > 0 and y > 0 | G. x < 0 and y < 0 | H. x = y | J. xy < 0 | K. No restrictions are needed.,,,,,,x > 0 and y > 0,x < 0 and y < 0,x = y,xy < 0,No restrictions are needed.,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,8,"A pipe of radius 4 feet sends water to two smaller pipes of equal size. If each of the smaller pipes allows exactly half as much water to flow as the larger pipe, what is the radius of one of the smaller pipes?","A pipe of radius 4 feet sends water to two smaller pipes of equal size. If each of the smaller pipes allows exactly half as much water to flow as the larger pipe, what is the radius of one of the smaller pipes?",A. 2 | B. 2Ï | C. 2 | D. 4 | E. 2Ï,2,2Ï,2,4,2Ï,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,9,"The cross-sectional view of a tent is shown below. If the tent is 6 feet wide at its base, then which of the following expressions could be used to calculate the height of the tent, in feet?","The cross-sectional view of a tent is shown below. If the tent is 6 feet wide at its base, then which of the following expressions could be used to calculate the height of the tent, in feet?",G. 3 tan 40Â° | J. 6 tan 40Â° | K. 3 tan 80Â°,,,,,,,3 tan 40Â°,,6 tan 40Â°,3 tan 80Â°,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 20,20,10,"Two girls walk home from school. Starting from school, Susan walks north 2 blocks and then west 8 blocks, while Cindy walks east 3 blocks and then south 1 block. Approximately how many blocks apart are the girls' homes?","Two girls walk home from school. Starting from school, Susan walks north 2 blocks and then west 8 blocks, while Cindy walks east 3 blocks and then south 1 block. Approximately how many blocks apart are the girls' homes?",A. 7.1 | B. 10.4 | C. 11.4 | D. 12.7 | E. 16,7.1,10.4,11.4,12.7,16,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test120.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
